Request id,Pickup point,Driver id,Status,Request,Req_timestamp,Day Category,Drop,Drop_timestamp,Travel Time,Distance
577,Airport,5.0,Trip Completed,11-07-2016,2025-01-01 11:03:00,Morning,11-07-2016,2025-01-01 12:01:00,0:58:00 ,Medium
1179,City,5.0,Trip Completed,11-07-2016,2025-01-01 20:58:00,Evening,11-07-2016,2025-01-01 21:45:00,0:47:00 ,Medium
1756,Airport,5.0,Trip Completed,12-07-2016,2025-01-01 08:40:00,Morning,12-07-2016,2025-01-01 09:23:00,0:43:00 ,Medium
2052,City,5.0,Trip Completed,12-07-2016,2025-01-01 14:48:00,Afternoon,12-07-2016,2025-01-01 15:50:00,1:02:00 ,Far
2559,City,5.0,Trip Completed,12-07-2016,2025-01-01 21:32:00,Night,12-07-2016,2025-01-01 22:29:00,0:57:00 ,Medium
3014,City,5.0,Trip Completed,13-07-2016,2025-01-01 07:28:14,Morning,13-07-2016,2025-01-01 08:29:47,1:01:33 ,Far
3317,City,5.0,Trip Completed,13-07-2016,2025-01-01 12:14:27,Afternoon,13-07-2016,2025-01-01 12:46:38,0:32:11 ,Medium
4297,City,5.0,Trip Completed,14-07-2016,2025-01-01 06:43:01,Morning,14-07-2016,2025-01-01 07:49:38,1:06:37 ,Far
5857,Airport,5.0,Trip Completed,15-07-2016,2025-01-01 09:08:50,Morning,15-07-2016,2025-01-01 10:07:07,0:58:17 ,Medium
6690,Airport,5.0,Trip Completed,15-07-2016,2025-01-01 22:41:41,Night,15-07-2016,2025-01-01 23:51:00,1:09:19 ,Far
1517,Airport,6.0,Trip Completed,12-07-2016,2025-01-01 05:45:00,Morning,12-07-2016,2025-01-01 06:28:00,0:43:00 ,Medium
1999,Airport,6.0,Trip Completed,12-07-2016,2025-01-01 13:02:00,Afternoon,12-07-2016,2025-01-01 13:51:00,0:49:00 ,Medium
2960,Airport,6.0,Trip Completed,13-07-2016,2025-01-01 06:50:33,Morning,13-07-2016,2025-01-01 07:40:35,0:50:02 ,Medium
3882,City,6.0,Trip Completed,13-07-2016,2025-01-01 21:53:03,Night,13-07-2016,2025-01-01 22:45:24,0:52:21 ,Medium
4081,Airport,6.0,Trip Completed,14-07-2016,2025-01-01 02:37:14,Late Night,14-07-2016,2025-01-01 03:30:27,0:53:13 ,Medium
4740,City,6.0,Trip Completed,14-07-2016,2025-01-01 14:50:07,Afternoon,14-07-2016,2025-01-01 15:38:14,0:48:07 ,Medium
5270,City,6.0,Trip Completed,14-07-2016,2025-01-01 21:33:55,Night,14-07-2016,2025-01-01 22:25:43,0:51:48 ,Medium
6758,Airport,6.0,Trip Completed,15-07-2016,2025-01-01 00:03:39,Late Night,15-07-2016,2025-01-01 01:07:39,1:04:00 ,Far
5741,City,6.0,Trip Completed,15-07-2016,2025-01-01 07:52:51,Morning,15-07-2016,2025-01-01 08:38:55,0:46:04 ,Medium
6087,Airport,6.0,Trip Completed,15-07-2016,2025-01-01 14:28:50,Afternoon,15-07-2016,2025-01-01 15:33:53,1:05:03 ,Far
1039,City,7.0,Trip Completed,11-07-2016,2025-01-01 19:31:00,Evening,11-07-2016,2025-01-01 20:41:00,1:10:00 ,Far
1273,Airport,7.0,Trip Completed,11-07-2016,2025-01-01 22:07:00,Night,11-07-2016,2025-01-01 23:12:00,1:05:00 ,Far
2480,City,7.0,Trip Completed,12-07-2016,2025-01-01 20:39:00,Evening,12-07-2016,2025-01-01 21:28:00,0:49:00 ,Medium
4105,City,7.0,Trip Completed,14-07-2016,2025-01-01 03:39:38,Early Morning,14-07-2016,2025-01-01 04:39:04,0:59:26 ,Medium
4509,City,7.0,Trip Completed,14-07-2016,2025-01-01 09:11:13,Morning,14-07-2016,2025-01-01 10:17:01,1:05:48 ,Far
4986,Airport,7.0,Trip Completed,14-07-2016,2025-01-01 18:52:32,Evening,14-07-2016,2025-01-01 19:50:57,0:58:25 ,Medium
5898,City,7.0,Trip Completed,15-07-2016,2025-01-01 09:50:28,Morning,15-07-2016,2025-01-01 10:40:39,0:50:11 ,Medium
6142,Airport,7.0,Trip Completed,15-07-2016,2025-01-01 15:50:15,Afternoon,15-07-2016,2025-01-01 16:36:56,0:46:41 ,Medium
380,Airport,8.0,Trip Completed,11-07-2016,2025-01-01 08:18:00,Morning,11-07-2016,2025-01-01 09:18:00,1:00:00 ,Medium
1050,Airport,8.0,Trip Completed,11-07-2016,2025-01-01 19:39:00,Evening,11-07-2016,2025-01-01 20:30:00,0:51:00 ,Medium
1769,City,8.0,Trip Completed,12-07-2016,2025-01-01 08:57:00,Morning,12-07-2016,2025-01-01 09:24:00,0:27:00 ,Near
2520,City,8.0,Trip Completed,12-07-2016,2025-01-01 21:05:00,Night,12-07-2016,2025-01-01 22:20:00,1:15:00 ,Far
3265,Airport,8.0,Trip Completed,13-07-2016,2025-01-01 10:22:07,Morning,13-07-2016,2025-01-01 11:07:02,0:44:55 ,Medium
4648,City,8.0,Trip Completed,14-07-2016,2025-01-01 11:55:10,Morning,14-07-2016,2025-01-01 12:59:34,1:04:24 ,Far
449,Airport,9.0,Trip Completed,11-07-2016,2025-01-01 09:08:00,Morning,11-07-2016,2025-01-01 09:52:00,0:44:00 ,Medium
846,Airport,9.0,Trip Completed,11-07-2016,2025-01-01 17:46:00,Evening,11-07-2016,2025-01-01 18:52:00,1:06:00 ,Far
1346,Airport,9.0,Trip Completed,11-07-2016,2025-01-01 23:39:00,Night,12-07-2016,2025-01-01 00:23:00,0:44:00 ,Near
1474,Airport,9.0,Trip Completed,12-07-2016,2025-01-01 05:13:00,Morning,12-07-2016,2025-01-01 05:56:00,0:43:00 ,Medium
2240,City,9.0,Trip Completed,12-07-2016,2025-01-01 18:20:00,Evening,12-07-2016,2025-01-01 18:54:00,0:34:00 ,Medium
3072,Airport,9.0,Trip Completed,13-07-2016,2025-01-01 08:04:57,Morning,13-07-2016,2025-01-01 08:36:37,0:31:40 ,Medium
3459,Airport,9.0,Trip Completed,13-07-2016,2025-01-01 17:03:30,Evening,13-07-2016,2025-01-01 17:31:49,0:28:19 ,Near
3774,Airport,9.0,Trip Completed,13-07-2016,2025-01-01 20:41:24,Evening,13-07-2016,2025-01-01 21:27:29,0:46:05 ,Medium
4023,City,9.0,Trip Completed,13-07-2016,2025-01-01 23:58:41,Night,14-07-2016,2025-01-01 00:58:39,0:59:58 ,Near
4117,City,9.0,Trip Completed,14-07-2016,2025-01-01 04:21:42,Early Morning,14-07-2016,2025-01-01 05:07:07,0:45:25 ,Medium
4880,Airport,9.0,Trip Completed,14-07-2016,2025-01-01 17:58:46,Evening,14-07-2016,2025-01-01 19:02:42,1:03:56 ,Far
5568,Airport,9.0,Trip Completed,15-07-2016,2025-01-01 05:47:49,Morning,15-07-2016,2025-01-01 06:25:49,0:38:00 ,Medium
5994,Airport,9.0,Trip Completed,15-07-2016,2025-01-01 11:51:16,Morning,15-07-2016,2025-01-01 12:32:12,0:40:56 ,Medium
1809,Airport,10.0,Trip Completed,12-07-2016,2025-01-01 09:13:00,Morning,12-07-2016,2025-01-01 10:01:00,0:48:00 ,Medium
2064,Airport,10.0,Trip Completed,12-07-2016,2025-01-01 15:08:00,Afternoon,12-07-2016,2025-01-01 16:14:00,1:06:00 ,Far
3210,City,10.0,Trip Completed,13-07-2016,2025-01-01 09:47:06,Morning,13-07-2016,2025-01-01 10:52:37,1:05:31 ,Far
4350,City,10.0,Trip Completed,14-07-2016,2025-01-01 07:24:43,Morning,14-07-2016,2025-01-01 08:22:09,0:57:26 ,Medium
4713,City,10.0,Trip Completed,14-07-2016,2025-01-01 13:31:24,Afternoon,14-07-2016,2025-01-01 14:10:56,0:39:32 ,Medium
5629,Airport,10.0,Trip Completed,15-07-2016,2025-01-01 06:33:00,Morning,15-07-2016,2025-01-01 07:19:53,0:46:53 ,Medium
6157,Airport,10.0,Trip Completed,15-07-2016,2025-01-01 16:32:51,Afternoon,15-07-2016,2025-01-01 17:44:44,1:11:53 ,Far
2030,City,11.0,Trip Completed,12-07-2016,2025-01-01 14:11:00,Afternoon,12-07-2016,2025-01-01 15:02:00,0:51:00 ,Medium
3226,City,11.0,Trip Completed,13-07-2016,2025-01-01 10:00:17,Morning,13-07-2016,2025-01-01 11:02:52,1:02:35 ,Far
3353,City,11.0,Trip Completed,13-07-2016,2025-01-01 13:29:44,Afternoon,13-07-2016,2025-01-01 14:09:00,0:39:16 ,Medium
4293,City,11.0,Trip Completed,14-07-2016,2025-01-01 06:42:36,Morning,14-07-2016,2025-01-01 07:12:41,0:30:05 ,Medium
4936,City,11.0,Trip Completed,14-07-2016,2025-01-01 18:22:17,Evening,14-07-2016,2025-01-01 19:14:36,0:52:19 ,Medium
5661,Airport,11.0,Trip Completed,15-07-2016,2025-01-01 07:08:50,Morning,15-07-2016,2025-01-01 07:59:00,0:50:10 ,Medium
5778,City,11.0,Trip Completed,15-07-2016,2025-01-01 08:22:03,Morning,15-07-2016,2025-01-01 09:13:04,0:51:01 ,Medium
6425,Airport,11.0,Trip Completed,15-07-2016,2025-01-01 19:46:40,Evening,15-07-2016,2025-01-01 20:26:51,0:40:11 ,Medium
45,Airport,12.0,Trip Completed,11-07-2016,2025-01-01 03:17:00,Early Morning,11-07-2016,2025-01-01 04:09:00,0:52:00 ,Medium
264,City,12.0,Trip Completed,11-07-2016,2025-01-01 06:51:00,Morning,11-07-2016,2025-01-01 07:40:00,0:49:00 ,Medium
1183,City,12.0,Trip Completed,11-07-2016,2025-01-01 21:05:00,Night,11-07-2016,2025-01-01 21:38:00,0:33:00 ,Medium
1536,Airport,12.0,Trip Completed,12-07-2016,2025-01-01 05:59:00,Morning,12-07-2016,2025-01-01 06:59:00,1:00:00 ,Medium
2437,City,12.0,Trip Completed,12-07-2016,2025-01-01 20:18:00,Evening,12-07-2016,2025-01-01 21:26:00,1:08:00 ,Far
2641,Airport,12.0,Trip Completed,12-07-2016,2025-01-01 22:28:00,Night,12-07-2016,2025-01-01 23:05:00,0:37:00 ,Medium
4077,Airport,12.0,Trip Completed,14-07-2016,2025-01-01 02:14:15,Late Night,14-07-2016,2025-01-01 03:13:09,0:58:54 ,Medium
4610,City,12.0,Trip Completed,14-07-2016,2025-01-01 10:35:14,Morning,14-07-2016,2025-01-01 11:39:01,1:03:47 ,Far
5066,Airport,12.0,Trip Completed,14-07-2016,2025-01-01 19:31:20,Evening,14-07-2016,2025-01-01 20:14:03,0:42:43 ,Medium
5666,Airport,12.0,Trip Completed,15-07-2016,2025-01-01 07:04:55,Morning,15-07-2016,2025-01-01 08:12:37,1:07:42 ,Far
5923,City,12.0,Trip Completed,15-07-2016,2025-01-01 10:07:49,Morning,15-07-2016,2025-01-01 10:50:50,0:43:01 ,Medium
6367,City,12.0,Trip Completed,15-07-2016,2025-01-01 19:04:46,Evening,15-07-2016,2025-01-01 19:46:04,0:41:18 ,Medium
155,City,13.0,Trip Completed,11-07-2016,2025-01-01 05:32:00,Morning,11-07-2016,2025-01-01 06:28:00,0:56:00 ,Medium
310,Airport,13.0,Trip Completed,11-07-2016,2025-01-01 07:24:00,Morning,11-07-2016,2025-01-01 08:28:00,1:04:00 ,Far
607,City,13.0,Trip Completed,11-07-2016,2025-01-01 11:51:00,Morning,11-07-2016,2025-01-01 12:42:00,0:51:00 ,Medium
1012,City,13.0,Trip Completed,11-07-2016,2025-01-01 19:15:00,Evening,11-07-2016,2025-01-01 19:57:00,0:42:00 ,Medium
1696,Airport,13.0,Trip Completed,12-07-2016,2025-01-01 08:01:00,Morning,12-07-2016,2025-01-01 08:42:00,0:41:00 ,Medium
3076,City,13.0,Trip Completed,13-07-2016,2025-01-01 08:09:04,Morning,13-07-2016,2025-01-01 09:12:19,1:03:15 ,Far
4198,Airport,13.0,Trip Completed,14-07-2016,2025-01-01 05:32:14,Morning,14-07-2016,2025-01-01 06:45:32,1:13:18 ,Far
4627,City,13.0,Trip Completed,14-07-2016,2025-01-01 11:13:19,Morning,14-07-2016,2025-01-01 12:00:12,0:46:53 ,Medium
5289,City,13.0,Trip Completed,14-07-2016,2025-01-01 21:43:24,Night,14-07-2016,2025-01-01 22:24:13,0:40:49 ,Medium
5495,Airport,13.0,Trip Completed,15-07-2016,2025-01-01 05:00:13,Morning,15-07-2016,2025-01-01 06:02:27,1:02:14 ,Far
6656,Airport,13.0,Trip Completed,15-07-2016,2025-01-01 22:08:42,Night,15-07-2016,2025-01-01 22:41:18,0:32:36 ,Medium
139,Airport,14.0,Trip Completed,11-07-2016,2025-01-01 05:21:00,Morning,11-07-2016,2025-01-01 06:09:00,0:48:00 ,Medium
215,City,14.0,Trip Completed,11-07-2016,2025-01-01 06:15:00,Morning,11-07-2016,2025-01-01 07:07:00,0:52:00 ,Medium
1816,City,14.0,Trip Completed,12-07-2016,2025-01-01 09:24:00,Morning,12-07-2016,2025-01-01 10:07:00,0:43:00 ,Medium
2505,Airport,14.0,Trip Completed,12-07-2016,2025-01-01 21:03:00,Night,12-07-2016,2025-01-01 22:14:00,1:11:00 ,Far
3346,City,14.0,Trip Completed,13-07-2016,2025-01-01 13:01:42,Afternoon,13-07-2016,2025-01-01 13:55:59,0:54:17 ,Medium
5294,City,14.0,Trip Completed,14-07-2016,2025-01-01 21:45:50,Night,14-07-2016,2025-01-01 22:16:40,0:30:50 ,Medium
6226,Airport,14.0,Trip Completed,15-07-2016,2025-01-01 17:34:25,Evening,15-07-2016,2025-01-01 18:33:13,0:58:48 ,Medium
6733,Airport,14.0,Trip Completed,15-07-2016,2025-01-01 23:32:44,Night,16-07-2016,2025-01-01 00:37:46,1:05:02 ,Near
1027,Airport,15.0,Trip Completed,11-07-2016,2025-01-01 19:18:00,Evening,11-07-2016,2025-01-01 20:24:00,1:06:00 ,Far
2675,Airport,15.0,Trip Completed,12-07-2016,2025-01-01 23:43:00,Night,13-07-2016,2025-01-01 00:35:12,0:52:12 ,Near
3200,City,15.0,Trip Completed,13-07-2016,2025-01-01 09:39:44,Morning,13-07-2016,2025-01-01 10:30:58,0:51:14 ,Medium
3865,City,15.0,Trip Completed,13-07-2016,2025-01-01 21:52:05,Night,13-07-2016,2025-01-01 22:21:15,0:29:10 ,Near
4468,City,15.0,Trip Completed,14-07-2016,2025-01-01 08:42:46,Morning,14-07-2016,2025-01-01 09:22:01,0:39:15 ,Medium
5163,Airport,15.0,Trip Completed,14-07-2016,2025-01-01 20:34:30,Evening,14-07-2016,2025-01-01 21:05:18,0:30:48 ,Medium
6009,City,15.0,Trip Completed,15-07-2016,2025-01-01 12:22:35,Afternoon,15-07-2016,2025-01-01 13:25:27,1:02:52 ,Far
6448,Airport,15.0,Trip Completed,15-07-2016,2025-01-01 20:02:54,Evening,15-07-2016,2025-01-01 20:40:45,0:37:51 ,Medium
591,City,16.0,Trip Completed,11-07-2016,2025-01-01 11:25:00,Morning,11-07-2016,2025-01-01 12:31:00,1:06:00 ,Far
709,City,16.0,Trip Completed,11-07-2016,2025-01-01 14:16:00,Afternoon,11-07-2016,2025-01-01 15:03:00,0:47:00 ,Medium
1167,Airport,16.0,Trip Completed,11-07-2016,2025-01-01 20:50:00,Evening,11-07-2016,2025-01-01 21:52:00,1:02:00 ,Far
2661,Airport,16.0,Trip Completed,12-07-2016,2025-01-01 23:23:00,Night,13-07-2016,2025-01-01 00:27:21,1:04:21 ,Near
2808,City,16.0,Trip Completed,13-07-2016,2025-01-01 05:05:16,Morning,13-07-2016,2025-01-01 05:56:11,0:50:55 ,Medium
3258,Airport,16.0,Trip Completed,13-07-2016,2025-01-01 10:12:51,Morning,13-07-2016,2025-01-01 10:45:28,0:32:37 ,Medium
3413,Airport,16.0,Trip Completed,13-07-2016,2025-01-01 15:32:01,Afternoon,13-07-2016,2025-01-01 16:45:44,1:13:43 ,Far
3939,Airport,16.0,Trip Completed,13-07-2016,2025-01-01 22:26:26,Night,13-07-2016,2025-01-01 22:55:54,0:29:28 ,Near
4125,City,16.0,Trip Completed,14-07-2016,2025-01-01 04:37:11,Early Morning,14-07-2016,2025-01-01 05:46:29,1:09:18 ,Far
4457,City,16.0,Trip Completed,14-07-2016,2025-01-01 08:36:24,Morning,14-07-2016,2025-01-01 09:19:20,0:42:56 ,Medium
4728,City,16.0,Trip Completed,14-07-2016,2025-01-01 14:04:13,Afternoon,14-07-2016,2025-01-01 15:06:40,1:02:27 ,Far
5347,Airport,16.0,Trip Completed,14-07-2016,2025-01-01 22:51:47,Night,14-07-2016,2025-01-01 23:53:42,1:01:55 ,Far
6147,City,16.0,Trip Completed,15-07-2016,2025-01-01 16:11:02,Afternoon,15-07-2016,2025-01-01 17:30:08,1:19:06 ,Far
6496,Airport,16.0,Trip Completed,15-07-2016,2025-01-01 20:33:00,Evening,15-07-2016,2025-01-01 21:32:49,0:59:49 ,Medium
634,City,17.0,Trip Completed,11-07-2016,2025-01-01 12:25:00,Afternoon,11-07-2016,2025-01-01 13:06:00,0:41:00 ,Medium
939,Airport,17.0,Trip Completed,11-07-2016,2025-01-01 18:25:00,Evening,11-07-2016,2025-01-01 19:26:00,1:01:00 ,Far
2628,Airport,17.0,Trip Completed,12-07-2016,2025-01-01 22:10:00,Night,12-07-2016,2025-01-01 23:25:00,1:15:00 ,Far
3021,City,17.0,Trip Completed,13-07-2016,2025-01-01 07:33:20,Morning,13-07-2016,2025-01-01 08:26:07,0:52:47 ,Medium
4743,City,17.0,Trip Completed,14-07-2016,2025-01-01 14:54:16,Afternoon,14-07-2016,2025-01-01 15:39:03,0:44:47 ,Medium
4981,City,17.0,Trip Completed,14-07-2016,2025-01-01 18:47:42,Evening,14-07-2016,2025-01-01 19:43:44,0:56:02 ,Medium
5367,Airport,17.0,Trip Completed,14-07-2016,2025-01-01 23:35:34,Night,15-07-2016,2025-01-01 00:25:26,0:49:52 ,Near
5471,Airport,17.0,Trip Completed,15-07-2016,2025-01-01 04:48:57,Early Morning,15-07-2016,2025-01-01 05:47:13,0:58:16 ,Medium
5988,Airport,17.0,Trip Completed,15-07-2016,2025-01-01 11:48:32,Morning,15-07-2016,2025-01-01 12:55:02,1:06:30 ,Far
6477,Airport,17.0,Trip Completed,15-07-2016,2025-01-01 20:21:26,Evening,15-07-2016,2025-01-01 21:00:31,0:39:05 ,Medium
499,City,18.0,Trip Completed,11-07-2016,2025-01-01 09:39:00,Morning,11-07-2016,2025-01-01 10:16:00,0:37:00 ,Medium
1147,Airport,18.0,Trip Completed,11-07-2016,2025-01-01 20:42:00,Evening,11-07-2016,2025-01-01 21:18:00,0:36:00 ,Medium
1410,Airport,18.0,Trip Completed,12-07-2016,2025-01-01 03:14:00,Early Morning,12-07-2016,2025-01-01 04:27:00,1:13:00 ,Far
1804,Airport,18.0,Trip Completed,12-07-2016,2025-01-01 09:12:00,Morning,12-07-2016,2025-01-01 09:57:00,0:45:00 ,Medium
1949,Airport,18.0,Trip Completed,12-07-2016,2025-01-01 11:32:00,Morning,12-07-2016,2025-01-01 12:13:00,0:41:00 ,Medium
2713,City,18.0,Trip Completed,13-07-2016,2025-01-01 01:46:42,Late Night,13-07-2016,2025-01-01 02:37:08,0:50:26 ,Medium
2845,City,18.0,Trip Completed,13-07-2016,2025-01-01 05:28:29,Morning,13-07-2016,2025-01-01 06:10:40,0:42:11 ,Medium
3943,Airport,18.0,Trip Completed,13-07-2016,2025-01-01 22:35:38,Night,13-07-2016,2025-01-01 23:33:20,0:57:42 ,Medium
4792,City,18.0,Trip Completed,14-07-2016,2025-01-01 16:47:15,Afternoon,14-07-2016,2025-01-01 17:34:39,0:47:24 ,Medium
5207,Airport,18.0,Trip Completed,14-07-2016,2025-01-01 20:57:41,Evening,14-07-2016,2025-01-01 21:56:21,0:58:40 ,Medium
5890,City,18.0,Trip Completed,15-07-2016,2025-01-01 09:43:57,Morning,15-07-2016,2025-01-01 10:55:22,1:11:25 ,Far
494,City,19.0,Trip Completed,11-07-2016,2025-01-01 09:36:00,Morning,11-07-2016,2025-01-01 10:02:00,0:26:00 ,Near
1485,City,19.0,Trip Completed,12-07-2016,2025-01-01 05:21:00,Morning,12-07-2016,2025-01-01 06:35:00,1:14:00 ,Far
2042,City,19.0,Trip Completed,12-07-2016,2025-01-01 14:30:00,Afternoon,12-07-2016,2025-01-01 15:09:00,0:39:00 ,Medium
2561,Airport,19.0,Trip Completed,12-07-2016,2025-01-01 21:29:00,Night,12-07-2016,2025-01-01 22:44:00,1:15:00 ,Far
3813,Airport,19.0,Trip Completed,13-07-2016,2025-01-01 21:06:57,Night,13-07-2016,2025-01-01 21:46:24,0:39:27 ,Medium
4260,Airport,19.0,Trip Completed,14-07-2016,2025-01-01 06:11:51,Morning,14-07-2016,2025-01-01 06:59:46,0:47:55 ,Medium
4395,City,19.0,Trip Completed,14-07-2016,2025-01-01 08:00:15,Morning,14-07-2016,2025-01-01 08:54:39,0:54:24 ,Medium
5919,City,19.0,Trip Completed,15-07-2016,2025-01-01 10:03:42,Morning,15-07-2016,2025-01-01 10:59:27,0:55:45 ,Medium
6002,Airport,19.0,Trip Completed,15-07-2016,2025-01-01 12:04:15,Afternoon,15-07-2016,2025-01-01 12:53:36,0:49:21 ,Medium
468,City,20.0,Trip Completed,11-07-2016,2025-01-01 09:20:00,Morning,11-07-2016,2025-01-01 10:05:00,0:45:00 ,Medium
693,Airport,20.0,Trip Completed,11-07-2016,2025-01-01 13:51:00,Afternoon,11-07-2016,2025-01-01 15:01:00,1:10:00 ,Far
1178,City,20.0,Trip Completed,11-07-2016,2025-01-01 21:05:00,Night,11-07-2016,2025-01-01 22:06:00,1:01:00 ,Far
2103,City,20.0,Trip Completed,12-07-2016,2025-01-01 16:08:00,Afternoon,12-07-2016,2025-01-01 17:18:00,1:10:00 ,Far
2292,Airport,20.0,Trip Completed,12-07-2016,2025-01-01 18:46:00,Evening,12-07-2016,2025-01-01 19:23:00,0:37:00 ,Medium
3339,City,20.0,Trip Completed,13-07-2016,2025-01-01 12:40:58,Afternoon,13-07-2016,2025-01-01 13:30:26,0:49:28 ,Medium
