Request id,Pickup point,Driver id,Status,Request,Req_timestamp,Day Category,Drop,Drop_timestamp,Travel Time,Distance
4986,Airport,7,Trip Completed,14-07-2016,6:52:32 PM,Evening,14-07-2016,7:50:57 PM,0:58:25 ,Medium
5898,City,7,Trip Completed,15-07-2016,9:50:28 AM,Morning,15-07-2016,10:40:39 AM,0:50:11 ,Medium
6142,Airport,7,Trip Completed,15-07-2016,3:50:15 PM,Afternoon,15-07-2016,4:36:56 PM,0:46:41 ,Medium
380,Airport,8,Trip Completed,11-07-2016,8:18:00 AM,Morning,11-07-2016,9:18:00 AM,1:00:00 ,Medium
1050,Airport,8,Trip Completed,11-07-2016,7:39:00 PM,Evening,11-07-2016,8:30:00 PM,0:51:00 ,Medium
1769,City,8,Trip Completed,12-07-2016,8:57:00 AM,Morning,12-07-2016,9:24:00 AM,0:27:00 ,Near
2520,City,8,Trip Completed,12-07-2016,9:05:00 PM,Night,12-07-2016,10:20:00 PM,1:15:00 ,Far
3265,Airport,8,Trip Completed,13-07-2016,10:22:07 AM,Morning,13-07-2016,11:07:02 AM,0:44:55 ,Medium
4648,City,8,Trip Completed,14-07-2016,11:55:10 AM,Morning,14-07-2016,12:59:34 PM,1:04:24 ,Far
449,Airport,9,Trip Completed,11-07-2016,9:08:00 AM,Morning,11-07-2016,9:52:00 AM,0:44:00 ,Medium
846,Airport,9,Trip Completed,11-07-2016,5:46:00 PM,Evening,11-07-2016,6:52:00 PM,1:06:00 ,Far
1346,Airport,9,Trip Completed,11-07-2016,11:39:00 PM,Night,12-07-2016,12:23:00 AM,0:44:00 ,Near
1474,Airport,9,Trip Completed,12-07-2016,5:13:00 AM,Morning,12-07-2016,5:56:00 AM,0:43:00 ,Medium
2240,City,9,Trip Completed,12-07-2016,6:20:00 PM,Evening,12-07-2016,6:54:00 PM,0:34:00 ,Medium
3072,Airport,9,Trip Completed,13-07-2016,8:04:57 AM,Morning,13-07-2016,8:36:37 AM,0:31:40 ,Medium
3459,Airport,9,Trip Completed,13-07-2016,5:03:30 PM,Evening,13-07-2016,5:31:49 PM,0:28:19 ,Near
3774,Airport,9,Trip Completed,13-07-2016,8:41:24 PM,Evening,13-07-2016,9:27:29 PM,0:46:05 ,Medium
4023,City,9,Trip Completed,13-07-2016,11:58:41 PM,Night,14-07-2016,12:58:39 AM,0:59:58 ,Near
4117,City,9,Trip Completed,14-07-2016,4:21:42 AM,Early Morning,14-07-2016,5:07:07 AM,0:45:25 ,Medium
4880,Airport,9,Trip Completed,14-07-2016,5:58:46 PM,Evening,14-07-2016,7:02:42 PM,1:03:56 ,Far
5568,Airport,9,Trip Completed,15-07-2016,5:47:49 AM,Morning,15-07-2016,6:25:49 AM,0:38:00 ,Medium
5994,Airport,9,Trip Completed,15-07-2016,11:51:16 AM,Morning,15-07-2016,12:32:12 PM,0:40:56 ,Medium
1809,Airport,10,Trip Completed,12-07-2016,9:13:00 AM,Morning,12-07-2016,10:01:00 AM,0:48:00 ,Medium
2064,Airport,10,Trip Completed,12-07-2016,3:08:00 PM,Afternoon,12-07-2016,4:14:00 PM,1:06:00 ,Far
3210,City,10,Trip Completed,13-07-2016,9:47:06 AM,Morning,13-07-2016,10:52:37 AM,1:05:31 ,Far
4350,City,10,Trip Completed,14-07-2016,7:24:43 AM,Morning,14-07-2016,8:22:09 AM,0:57:26 ,Medium
4713,City,10,Trip Completed,14-07-2016,1:31:24 PM,Afternoon,14-07-2016,2:10:56 PM,0:39:32 ,Medium
5629,Airport,10,Trip Completed,15-07-2016,6:33:00 AM,Morning,15-07-2016,7:19:53 AM,0:46:53 ,Medium
6157,Airport,10,Trip Completed,15-07-2016,4:32:51 PM,Afternoon,15-07-2016,5:44:44 PM,1:11:53 ,Far
2030,City,11,Trip Completed,12-07-2016,2:11:00 PM,Afternoon,12-07-2016,3:02:00 PM,0:51:00 ,Medium
3226,City,11,Trip Completed,13-07-2016,10:00:17 AM,Morning,13-07-2016,11:02:52 AM,1:02:35 ,Far
3353,City,11,Trip Completed,13-07-2016,1:29:44 PM,Afternoon,13-07-2016,2:09:00 PM,0:39:16 ,Medium
4293,City,11,Trip Completed,14-07-2016,6:42:36 AM,Morning,14-07-2016,7:12:41 AM,0:30:05 ,Medium
4936,City,11,Trip Completed,14-07-2016,6:22:17 PM,Evening,14-07-2016,7:14:36 PM,0:52:19 ,Medium
5661,Airport,11,Trip Completed,15-07-2016,7:08:50 AM,Morning,15-07-2016,7:59:00 AM,0:50:10 ,Medium
5778,City,11,Trip Completed,15-07-2016,8:22:03 AM,Morning,15-07-2016,9:13:04 AM,0:51:01 ,Medium
6425,Airport,11,Trip Completed,15-07-2016,7:46:40 PM,Evening,15-07-2016,8:26:51 PM,0:40:11 ,Medium
45,Airport,12,Trip Completed,11-07-2016,3:17:00 AM,Early Morning,11-07-2016,4:09:00 AM,0:52:00 ,Medium
264,City,12,Trip Completed,11-07-2016,6:51:00 AM,Morning,11-07-2016,7:40:00 AM,0:49:00 ,Medium
1183,City,12,Trip Completed,11-07-2016,9:05:00 PM,Night,11-07-2016,9:38:00 PM,0:33:00 ,Medium
1536,Airport,12,Trip Completed,12-07-2016,5:59:00 AM,Morning,12-07-2016,6:59:00 AM,1:00:00 ,Medium
2437,City,12,Trip Completed,12-07-2016,8:18:00 PM,Evening,12-07-2016,9:26:00 PM,1:08:00 ,Far
2641,Airport,12,Trip Completed,12-07-2016,10:28:00 PM,Night,12-07-2016,11:05:00 PM,0:37:00 ,Medium
4077,Airport,12,Trip Completed,14-07-2016,2:14:15 AM,Late Night,14-07-2016,3:13:09 AM,0:58:54 ,Medium
4610,City,12,Trip Completed,14-07-2016,10:35:14 AM,Morning,14-07-2016,11:39:01 AM,1:03:47 ,Far
5066,Airport,12,Trip Completed,14-07-2016,7:31:20 PM,Evening,14-07-2016,8:14:03 PM,0:42:43 ,Medium
5666,Airport,12,Trip Completed,15-07-2016,7:04:55 AM,Morning,15-07-2016,8:12:37 AM,1:07:42 ,Far
5923,City,12,Trip Completed,15-07-2016,10:07:49 AM,Morning,15-07-2016,10:50:50 AM,0:43:01 ,Medium
6367,City,12,Trip Completed,15-07-2016,7:04:46 PM,Evening,15-07-2016,7:46:04 PM,0:41:18 ,Medium
155,City,13,Trip Completed,11-07-2016,5:32:00 AM,Morning,11-07-2016,6:28:00 AM,0:56:00 ,Medium
310,Airport,13,Trip Completed,11-07-2016,7:24:00 AM,Morning,11-07-2016,8:28:00 AM,1:04:00 ,Far
607,City,13,Trip Completed,11-07-2016,11:51:00 AM,Morning,11-07-2016,12:42:00 PM,0:51:00 ,Medium
1012,City,13,Trip Completed,11-07-2016,7:15:00 PM,Evening,11-07-2016,7:57:00 PM,0:42:00 ,Medium
1696,Airport,13,Trip Completed,12-07-2016,8:01:00 AM,Morning,12-07-2016,8:42:00 AM,0:41:00 ,Medium
3076,City,13,Trip Completed,13-07-2016,8:09:04 AM,Morning,13-07-2016,9:12:19 AM,1:03:15 ,Far
4198,Airport,13,Trip Completed,14-07-2016,5:32:14 AM,Morning,14-07-2016,6:45:32 AM,1:13:18 ,Far
4627,City,13,Trip Completed,14-07-2016,11:13:19 AM,Morning,14-07-2016,12:00:12 PM,0:46:53 ,Medium
5289,City,13,Trip Completed,14-07-2016,9:43:24 PM,Night,14-07-2016,10:24:13 PM,0:40:49 ,Medium
5495,Airport,13,Trip Completed,15-07-2016,5:00:13 AM,Morning,15-07-2016,6:02:27 AM,1:02:14 ,Far
6656,Airport,13,Trip Completed,15-07-2016,10:08:42 PM,Night,15-07-2016,10:41:18 PM,0:32:36 ,Medium
139,Airport,14,Trip Completed,11-07-2016,5:21:00 AM,Morning,11-07-2016,6:09:00 AM,0:48:00 ,Medium
215,City,14,Trip Completed,11-07-2016,6:15:00 AM,Morning,11-07-2016,7:07:00 AM,0:52:00 ,Medium
1816,City,14,Trip Completed,12-07-2016,9:24:00 AM,Morning,12-07-2016,10:07:00 AM,0:43:00 ,Medium
2505,Airport,14,Trip Completed,12-07-2016,9:03:00 PM,Night,12-07-2016,10:14:00 PM,1:11:00 ,Far
3346,City,14,Trip Completed,13-07-2016,1:01:42 PM,Afternoon,13-07-2016,1:55:59 PM,0:54:17 ,Medium
5294,City,14,Trip Completed,14-07-2016,9:45:50 PM,Night,14-07-2016,10:16:40 PM,0:30:50 ,Medium
6226,Airport,14,Trip Completed,15-07-2016,5:34:25 PM,Evening,15-07-2016,6:33:13 PM,0:58:48 ,Medium
6733,Airport,14,Trip Completed,15-07-2016,11:32:44 PM,Night,16-07-2016,12:37:46 AM,1:05:02 ,Near
1027,Airport,15,Trip Completed,11-07-2016,7:18:00 PM,Evening,11-07-2016,8:24:00 PM,1:06:00 ,Far
2675,Airport,15,Trip Completed,12-07-2016,11:43:00 PM,Night,13-07-2016,12:35:12 AM,0:52:12 ,Near
3200,City,15,Trip Completed,13-07-2016,9:39:44 AM,Morning,13-07-2016,10:30:58 AM,0:51:14 ,Medium
3865,City,15,Trip Completed,13-07-2016,9:52:05 PM,Night,13-07-2016,10:21:15 PM,0:29:10 ,Near
4468,City,15,Trip Completed,14-07-2016,8:42:46 AM,Morning,14-07-2016,9:22:01 AM,0:39:15 ,Medium
5163,Airport,15,Trip Completed,14-07-2016,8:34:30 PM,Evening,14-07-2016,9:05:18 PM,0:30:48 ,Medium
6009,City,15,Trip Completed,15-07-2016,12:22:35 PM,Afternoon,15-07-2016,1:25:27 PM,1:02:52 ,Far
6448,Airport,15,Trip Completed,15-07-2016,8:02:54 PM,Evening,15-07-2016,8:40:45 PM,0:37:51 ,Medium
591,City,16,Trip Completed,11-07-2016,11:25:00 AM,Morning,11-07-2016,12:31:00 PM,1:06:00 ,Far
709,City,16,Trip Completed,11-07-2016,2:16:00 PM,Afternoon,11-07-2016,3:03:00 PM,0:47:00 ,Medium
1167,Airport,16,Trip Completed,11-07-2016,8:50:00 PM,Evening,11-07-2016,9:52:00 PM,1:02:00 ,Far
2661,Airport,16,Trip Completed,12-07-2016,11:23:00 PM,Night,13-07-2016,12:27:21 AM,1:04:21 ,Near
2808,City,16,Trip Completed,13-07-2016,5:05:16 AM,Morning,13-07-2016,5:56:11 AM,0:50:55 ,Medium
3258,Airport,16,Trip Completed,13-07-2016,10:12:51 AM,Morning,13-07-2016,10:45:28 AM,0:32:37 ,Medium
3413,Airport,16,Trip Completed,13-07-2016,3:32:01 PM,Afternoon,13-07-2016,4:45:44 PM,1:13:43 ,Far
3939,Airport,16,Trip Completed,13-07-2016,10:26:26 PM,Night,13-07-2016,10:55:54 PM,0:29:28 ,Near
4125,City,16,Trip Completed,14-07-2016,4:37:11 AM,Early Morning,14-07-2016,5:46:29 AM,1:09:18 ,Far
4457,City,16,Trip Completed,14-07-2016,8:36:24 AM,Morning,14-07-2016,9:19:20 AM,0:42:56 ,Medium
4728,City,16,Trip Completed,14-07-2016,2:04:13 PM,Afternoon,14-07-2016,3:06:40 PM,1:02:27 ,Far
5347,Airport,16,Trip Completed,14-07-2016,10:51:47 PM,Night,14-07-2016,11:53:42 PM,1:01:55 ,Far
6147,City,16,Trip Completed,15-07-2016,4:11:02 PM,Afternoon,15-07-2016,5:30:08 PM,1:19:06 ,Far
6496,Airport,16,Trip Completed,15-07-2016,8:33:00 PM,Evening,15-07-2016,9:32:49 PM,0:59:49 ,Medium
634,City,17,Trip Completed,11-07-2016,12:25:00 PM,Afternoon,11-07-2016,1:06:00 PM,0:41:00 ,Medium
939,Airport,17,Trip Completed,11-07-2016,6:25:00 PM,Evening,11-07-2016,7:26:00 PM,1:01:00 ,Far
2628,Airport,17,Trip Completed,12-07-2016,10:10:00 PM,Night,12-07-2016,11:25:00 PM,1:15:00 ,Far
3021,City,17,Trip Completed,13-07-2016,7:33:20 AM,Morning,13-07-2016,8:26:07 AM,0:52:47 ,Medium
4743,City,17,Trip Completed,14-07-2016,2:54:16 PM,Afternoon,14-07-2016,3:39:03 PM,0:44:47 ,Medium
4981,City,17,Trip Completed,14-07-2016,6:47:42 PM,Evening,14-07-2016,7:43:44 PM,0:56:02 ,Medium
5367,Airport,17,Trip Completed,14-07-2016,11:35:34 PM,Night,15-07-2016,12:25:26 AM,0:49:52 ,Near
5471,Airport,17,Trip Completed,15-07-2016,4:48:57 AM,Early Morning,15-07-2016,5:47:13 AM,0:58:16 ,Medium
5988,Airport,17,Trip Completed,15-07-2016,11:48:32 AM,Morning,15-07-2016,12:55:02 PM,1:06:30 ,Far
6477,Airport,17,Trip Completed,15-07-2016,8:21:26 PM,Evening,15-07-2016,9:00:31 PM,0:39:05 ,Medium
499,City,18,Trip Completed,11-07-2016,9:39:00 AM,Morning,11-07-2016,10:16:00 AM,0:37:00 ,Medium
1147,Airport,18,Trip Completed,11-07-2016,8:42:00 PM,Evening,11-07-2016,9:18:00 PM,0:36:00 ,Medium
1410,Airport,18,Trip Completed,12-07-2016,3:14:00 AM,Early Morning,12-07-2016,4:27:00 AM,1:13:00 ,Far
1804,Airport,18,Trip Completed,12-07-2016,9:12:00 AM,Morning,12-07-2016,9:57:00 AM,0:45:00 ,Medium
1949,Airport,18,Trip Completed,12-07-2016,11:32:00 AM,Morning,12-07-2016,12:13:00 PM,0:41:00 ,Medium
2713,City,18,Trip Completed,13-07-2016,1:46:42 AM,Late Night,13-07-2016,2:37:08 AM,0:50:26 ,Medium
2845,City,18,Trip Completed,13-07-2016,5:28:29 AM,Morning,13-07-2016,6:10:40 AM,0:42:11 ,Medium
3943,Airport,18,Trip Completed,13-07-2016,10:35:38 PM,Night,13-07-2016,11:33:20 PM,0:57:42 ,Medium
4792,City,18,Trip Completed,14-07-2016,4:47:15 PM,Afternoon,14-07-2016,5:34:39 PM,0:47:24 ,Medium
5207,Airport,18,Trip Completed,14-07-2016,8:57:41 PM,Evening,14-07-2016,9:56:21 PM,0:58:40 ,Medium
5890,City,18,Trip Completed,15-07-2016,9:43:57 AM,Morning,15-07-2016,10:55:22 AM,1:11:25 ,Far
494,City,19,Trip Completed,11-07-2016,9:36:00 AM,Morning,11-07-2016,10:02:00 AM,0:26:00 ,Near
1485,City,19,Trip Completed,12-07-2016,5:21:00 AM,Morning,12-07-2016,6:35:00 AM,1:14:00 ,Far
2042,City,19,Trip Completed,12-07-2016,2:30:00 PM,Afternoon,12-07-2016,3:09:00 PM,0:39:00 ,Medium
2561,Airport,19,Trip Completed,12-07-2016,9:29:00 PM,Night,12-07-2016,10:44:00 PM,1:15:00 ,Far
3813,Airport,19,Trip Completed,13-07-2016,9:06:57 PM,Night,13-07-2016,9:46:24 PM,0:39:27 ,Medium
4260,Airport,19,Trip Completed,14-07-2016,6:11:51 AM,Morning,14-07-2016,6:59:46 AM,0:47:55 ,Medium
4395,City,19,Trip Completed,14-07-2016,8:00:15 AM,Morning,14-07-2016,8:54:39 AM,0:54:24 ,Medium
5919,City,19,Trip Completed,15-07-2016,10:03:42 AM,Morning,15-07-2016,10:59:27 AM,0:55:45 ,Medium
6002,Airport,19,Trip Completed,15-07-2016,12:04:15 PM,Afternoon,15-07-2016,12:53:36 PM,0:49:21 ,Medium
468,City,20,Trip Completed,11-07-2016,9:20:00 AM,Morning,11-07-2016,10:05:00 AM,0:45:00 ,Medium
693,Airport,20,Trip Completed,11-07-2016,1:51:00 PM,Afternoon,11-07-2016,3:01:00 PM,1:10:00 ,Far
1178,City,20,Trip Completed,11-07-2016,9:05:00 PM,Night,11-07-2016,10:06:00 PM,1:01:00 ,Far
2103,City,20,Trip Completed,12-07-2016,4:08:00 PM,Afternoon,12-07-2016,5:18:00 PM,1:10:00 ,Far
2292,Airport,20,Trip Completed,12-07-2016,6:46:00 PM,Evening,12-07-2016,7:23:00 PM,0:37:00 ,Medium
3339,City,20,Trip Completed,13-07-2016,12:40:58 PM,Afternoon,13-07-2016,1:30:26 PM,0:49:28 ,Medium
3694,City,20,Trip Completed,13-07-2016,7:33:19 PM,Evening,13-07-2016,8:35:08 PM,1:01:49 ,Far
4469,City,20,Trip Completed,14-07-2016,8:45:13 AM,Morning,14-07-2016,9:48:08 AM,1:02:55 ,Far
6432,City,20,Trip Completed,15-07-2016,7:50:57 PM,Evening,15-07-2016,8:30:05 PM,0:39:08 ,Medium
1895,City,21,Trip Completed,12-07-2016,10:20:00 AM,Morning,12-07-2016,10:52:00 AM,0:32:00 ,Medium
1981,Airport,21,Trip Completed,12-07-2016,12:23:00 PM,Afternoon,12-07-2016,12:56:00 PM,0:33:00 ,Medium
3744,Airport,21,Trip Completed,13-07-2016,8:28:11 PM,Evening,13-07-2016,9:22:42 PM,0:54:31 ,Medium
4433,Airport,21,Trip Completed,14-07-2016,8:26:32 AM,Morning,14-07-2016,9:12:02 AM,0:45:30 ,Medium
6039,Airport,21,Trip Completed,15-07-2016,1:11:04 PM,Afternoon,15-07-2016,1:38:01 PM,0:26:57 ,Near
6543,City,21,Trip Completed,15-07-2016,8:54:20 PM,Evening,15-07-2016,10:12:36 PM,1:18:16 ,Far
110,City,22,Trip Completed,11-07-2016,5:05:00 AM,Morning,11-07-2016,6:06:00 AM,1:01:00 ,Far
362,City,22,Trip Completed,11-07-2016,8:01:00 AM,Morning,11-07-2016,9:18:00 AM,1:17:00 ,Far
666,Airport,22,Trip Completed,11-07-2016,1:02:00 PM,Afternoon,11-07-2016,1:45:00 PM,0:43:00 ,Medium
926,City,22,Trip Completed,11-07-2016,6:28:00 PM,Evening,11-07-2016,7:34:00 PM,1:06:00 ,Far
1180,Airport,22,Trip Completed,11-07-2016,9:01:00 PM,Night,11-07-2016,10:14:00 PM,1:13:00 ,Far
1900,City,22,Trip Completed,12-07-2016,10:32:00 AM,Morning,12-07-2016,11:42:00 AM,1:10:00 ,Far
2506,City,22,Trip Completed,12-07-2016,9:01:00 PM,Night,12-07-2016,9:38:00 PM,0:37:00 ,Medium
3064,City,22,Trip Completed,13-07-2016,8:02:03 AM,Morning,13-07-2016,8:58:46 AM,0:56:43 ,Medium
3327,Airport,22,Trip Completed,13-07-2016,12:24:41 PM,Afternoon,13-07-2016,1:23:39 PM,0:58:58 ,Medium
3601,City,22,Trip Completed,13-07-2016,6:39:00 PM,Evening,13-07-2016,7:29:07 PM,0:50:07 ,Medium
4768,Airport,22,Trip Completed,14-07-2016,3:39:24 PM,Afternoon,14-07-2016,4:49:03 PM,1:09:39 ,Far
5142,City,22,Trip Completed,14-07-2016,8:17:51 PM,Evening,14-07-2016,8:48:58 PM,0:31:07 ,Medium
5366,Airport,22,Trip Completed,14-07-2016,11:27:22 PM,Night,15-07-2016,12:19:50 AM,0:52:28 ,Near
5575,City,22,Trip Completed,15-07-2016,5:53:55 AM,Morning,15-07-2016,6:50:02 AM,0:56:07 ,Medium
5902,City,22,Trip Completed,15-07-2016,9:52:57 AM,Morning,15-07-2016,10:37:05 AM,0:44:08 ,Medium
6694,Airport,22,Trip Completed,15-07-2016,10:45:44 PM,Night,15-07-2016,11:17:53 PM,0:32:09 ,Medium
523,Airport,23,Trip Completed,11-07-2016,9:48:00 AM,Morning,11-07-2016,10:37:00 AM,0:49:00 ,Medium
747,City,23,Trip Completed,11-07-2016,3:53:00 PM,Afternoon,11-07-2016,4:43:00 PM,0:50:00 ,Medium
1371,Airport,23,Trip Completed,12-07-2016,12:22:00 AM,Late Night,12-07-2016,1:33:00 AM,1:11:00 ,Far
1553,City,23,Trip Completed,12-07-2016,6:09:00 AM,Morning,12-07-2016,7:09:00 AM,1:00:00 ,Medium
1692,Airport,23,Trip Completed,12-07-2016,7:52:00 AM,Morning,12-07-2016,9:01:00 AM,1:09:00 ,Far
2114,City,23,Trip Completed,12-07-2016,4:36:00 PM,Afternoon,12-07-2016,5:21:00 PM,0:45:00 ,Medium
